Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM),Type
BL9B.F,Balchem Corporation,122.7,-0.2,-0.16%,4,6,3.959B,43.36,Basic Materials
ZVL.F,Zhaojin Mining Industry Company Limited,1.24,0.04,+3.33%,500,623,4.03B,124.0,Basic Materials
CQWA.SG,Companhia Siderúrgica Nacional,2.48,0.04,+1.64%,0,8,3.198B,3.46,Basic Materials
XT3B.F,PT Vale Indonesia Tbk,0.39,0.006,+1.56%,"70,000","2,393",3.938B,19.5,Basic Materials
WE7.F,Evolution Mining Limited,2.09,0.081,+4.03%,"1,800","1,123",3.864B,19.0,Basic Materials
4FZ.F,"Orbia Advance Corporation, S.A.B. de C.V.",1.99,-0.05,-2.45%,"4,999",264,3.795B,10.47,Basic Materials
JMT2.F,Johnson Matthey Plc,19.95,-0.31,-1.53%,56,69,3.712B,11.88,Basic Materials
7SU.F,"Summit Materials, Inc.",31.0,-0.2,-0.64%,2,0,3.684B,14.29,Basic Materials
TOS.F,Tosoh Corporation,11.2,0.0,0.00%,60,9,3.65B,6.96,Basic Materials
4QT1.F,HEXPOL AB (publ),10.33,0.01,+0.10%,110,21,3.628B,16.66,Basic Materials
UG9.F,NewMarket Corporation,370.0,-2.0,-0.54%,1,0,3.602B,12.26,Basic Materials
CBT.F,Cabot Corporation,63.0,-5.0,-7.35%,20,0,3.564B,12.4,Basic Materials
OJI.F,Oji Holdings Corporation,3.52,0.0,0.00%,15,15,3.558B,8.59,Basic Materials
CQWA.F,Companhia Siderúrgica Nacional,2.54,0.04,+1.60%,46,203,3.407B,,Basic Materials
PY9.F,Avient Corporation,36.0,-0.6,-1.64%,200,3,3.317B,90.0,Basic Materials
KAP0.F,"Kansai Paint Co., Ltd.",6.85,-0.35,-4.86%,,0,3.365B,21.41,Basic Materials
GNV.F,Angang Steel Company Limited,0.244,-0.018,-6.87%,"15,531",196,3.365B,,Basic Materials
KAP.F,"Kansai Paint Co., Ltd.",13.8,-0.2,-1.43%,67,2,3.287B,20.91,Basic Materials
KST.F,"Kobe Steel, Ltd.",8.2,-0.1,-1.20%,10,145,3.284B,9.11,Basic Materials
I5P.F,Incitec Pivot Limited,1.6895,0.029,+1.75%,"2,000",55,3.281B,6.76,Basic Materials
HB1.F,H.B. Fuller Company,60.5,0.5,+0.83%,12,0,3.257B,21.76,Basic Materials
ILZ.F,Iluka Resources Limited,7.49,0.04,+0.54%,150,5,3.204B,9.6,Basic Materials
SCQA.F,The Scotts Miracle-Gro Company,56.36,-1.24,-2.15%,80,11,3.191B,,Basic Materials
QUC.F,Quaker Chemical Corporation,176.0,1.0,+0.57%,52,0,3.165B,,Basic Materials
OUW0.F,Capstone Copper Corp.,4.22,0.08,+1.93%,500,219,3.152B,60.29,Basic Materials
WUC1.F,Lithium Americas Corp.,19.43,0.34,+1.78%,155,911,3.114B,,Basic Materials
KUY.F,"Kuraray Co., Ltd.",8.95,0.05,+0.56%,27,0,3.11B,9.13,Basic Materials
SDF.F,K+S Aktiengesellschaft,15.81,0.29,+1.87%,646,"3,256",3.106B,2.12,Basic Materials
SDF.DE,K+S Aktiengesellschaft,15.78,0.22,+1.45%,"395,157",1.294M,3.107B,2.12,Basic Materials
SDF1.SG,K+S Aktiengesellschaft,7.7,0.2,+2.67%,0,27,3.103B,2.03,Basic Materials
SDF1.F,K+S Aktiengesellschaft,7.55,0.2,+2.72%,150,28,3.083B,2.02,Basic Materials
AKTA.F,PT Aneka Tambang Tbk,0.111,0.0,0.00%,"1,500",514,3.071B,11.1,Basic Materials
WIBA.F,Wienerberger AG,5.5,0.0,0.00%,500,0,3.069B,5.34,Basic Materials
WIBA.MU,Wienerberger AG,5.5,0.0,0.00%,60,0,3.069B,5.34,Basic Materials
IY4.F,Imerys S.A.,35.56,0.18,+0.51%,30,122,3.038B,17.43,Basic Materials
WIB.DE,Wienerberger AG,28.52,0.0,0.00%,330,867,3.03B,5.51,Basic Materials
WIB.F,Wienerberger AG,28.08,-0.34,-1.20%,103,243,2.977B,5.47,Basic Materials
SSF.F,Sensient Technologies Corporation,68.5,1.0,+1.48%,15,0,2.922B,23.06,Basic Materials
HCL.DE,Hecla Mining Company,4.76,0.0,0.00%,"5,228","3,764",2.916B,,Basic Materials
RC0.F,"Huaxin Cement Co., Ltd.",0.76,-0.005,-0.65%,20,26,2.902B,5.43,Basic Materials
C44.F,China Resources Cement Holdings Limited,0.3855,0.011,+2.94%,"2,086",265,2.886B,12.85,Basic Materials
HCL.F,Hecla Mining Company,4.71,0.0,0.00%,700,"1,285",2.886B,,Basic Materials
HQK.F,Boral Limited,2.56,0.0,0.00%,"1,017",11,2.875B,128.0,Basic Materials
LX9B.F,LANXESS Aktiengesellschaft,6.3,0.05,+0.80%,5,19,2.86B,21.0,Basic Materials
LXS.DE,LANXESS Aktiengesellschaft,32.93,0.0,0.00%,"58,568","299,819",2.843B,21.81,Basic Materials
LXS.F,LANXESS Aktiengesellschaft,32.86,-0.11,-0.33%,200,564,2.837B,21.76,Basic Materials
BC0.F,Boise Cascade Company,71.35,0.3,+0.42%,150,0,2.825B,4.62,Basic Materials
7JR.F,Northam Platinum Holdings Limited,7.1,-0.1,-1.39%,66,5,2.792B,4.64,Basic Materials
MUG.F,"Mitsubishi Gas Chemical Company, Inc.",13.3,-0.2,-1.48%,40,0,2.791B,7.6,Basic Materials
0AW.F,Air Water Inc.,12.1,-0.2,-1.63%,63,4,2.762B,10.8,Basic Materials
VBK.F,VERBIO Vereinigte BioEnergie AG,41.96,0.19,+0.45%,747,714,2.745B,11.19,Basic Materials
ZSV.F,SSR Mining Inc.,12.94,-0.06,-0.46%,231,391,2.724B,20.22,Basic Materials
SWD.F,Resonac Holdings Corporation,14.8,0.1,+0.68%,121,9,2.709B,12.98,Basic Materials
HAM.F,Harmony Gold Mining Company Limited,4.16,0.0,0.00%,"3,850",859,2.7B,,Basic Materials
N3Y.F,Nine Dragons Paper (Holdings) Limited,0.545,0.005,+0.93%,"2,000",208,2.681B,,Basic Materials
VBK.DE,VERBIO Vereinigte BioEnergie AG,42.21,0.0,0.00%,"45,489","163,973",2.676B,10.88,Basic Materials
9BM.F,BBMG Corporation,0.095,0.0,0.00%,"2,000",35,2.667B,9.5,Basic Materials
OMS1.F,MMG Limited,0.29,0.008,+2.84%,"3,000",900,2.655B,14.5,Basic Materials
97S.F,Stella-Jones Inc.,44.8,-3.0,-6.28%,55,2,2.652B,14.64,Basic Materials
MX5.F,Methanex Corporation,38.6,0.46,+1.21%,70,2,2.634B,10.24,Basic Materials
WMC1.F,Alumina Limited,0.846,0.009,+1.08%,"1,114",223,2.5B,28.2,Basic Materials
OM4.F,Osisko Gold Royalties Ltd,13.92,-0.22,-1.56%,450,492,2.59B,42.18,Basic Materials
TEZ.F,Tessenderlo Group NV,29.95,0.3,+1.01%,1,7,2.589B,5.75,Basic Materials
ER7.F,ERAMET S.A.,90.1,-0.7,-0.77%,75,23,2.588B,2.91,Basic Materials
ER7.DE,ERAMET S.A.,90.35,0.0,0.00%,65,20,2.588B,2.83,Basic Materials
ER70.F,ERAMET S.A.,8.6,-0.1,-1.15%,126,0,2.587B,2.79,Basic Materials
ZSV1.F,SSR Mining Inc.,12.3,-0.3,-2.38%,230,77,2.585B,18.64,Basic Materials
IKP.F,PT Indah Kiat Pulp & Paper Tbk,0.46,-0.018,-3.77%,"15,000",0,2.582B,3.07,Basic Materials
HAM1.F,Harmony Gold Mining Company Limited,4.14,-0.03,-0.72%,100,"7,739",2.58B,,Basic Materials
KEM.F,Kemira Oyj,16.02,-0.15,-0.93%,680,50,2.578B,8.85,Basic Materials
F1YN.F,Lundin Gold Inc.,10.74,-0.08,-0.74%,"1,000",450,2.577B,27.54,Basic Materials
ACE1.F,"Acerinox, S.A.",10.03,-0.07,-0.64%,510,68,2.566B,5.94,Basic Materials
3Y0.MU,Triple Flag Precious Metals Corp.,12.7,-0.5,-3.79%,5,252,2.563B,40.97,Basic Materials
WMC.F,Alumina Limited,3.26,-0.02,-0.61%,187,7,2.4B,25.08,Basic Materials
P2C.F,PT Avia Avian Tbk,0.039,-0.001,-2.50%,,0,2.53B,,Basic Materials
WD1.F,WD-40 Company,185.0,0.0,0.00%,6,0,2.528B,44.9,Basic Materials
ACE.F,"Acerinox, S.A.",4.84,-0.04,-0.82%,400,7,2.516B,5.63,Basic Materials
SMS2.F,PT Semen Indonesia (Persero) Tbk,0.352,-0.004,-1.12%,"10,000",178,2.499B,17.6,Basic Materials
OUTA.F,Outokumpu Oyj,5.52,-0.0,-0.04%,"1,600",496,2.468B,2.86,Basic Materials
VACD.F,Vallourec S.A.,10.41,0.12,+1.17%,115,189,2.412B,,Basic Materials
9DC.SG,Daicel Corporation,8.2,-0.15,-1.80%,0,31,2.386B,9.53,Basic Materials
VACE.F,Vallourec S.A.,1.99,-0.01,-0.50%,130,0,2.363B,,Basic Materials
7AA.F,Aperam S.A.,32.62,-0.62,-1.87%,668,51,2.355B,4.13,Basic Materials
QOL.SG,SOL S.p.A.,24.45,0.4,+1.66%,0,11,2.345B,16.86,Basic Materials
FLQ.F,Fletcher Building Limited,2.88,0.02,+0.70%,"2,256",76,2.311B,12.0,Basic Materials
PO9.F,"The Navigator Company, S.A.",3.23,0.032,+1.00%,300,211,2.297B,5.57,Basic Materials
YM9A.F,Maanshan Iron & Steel Company Limited,0.153,-0.023,-13.07%,"1,701",368,2.292B,,Basic Materials
3OK.F,Constellium SE,15.2,0.0,0.00%,70,17,2.238B,14.9,Basic Materials
OCT.F,Innospec Inc.,90.5,-1.5,-1.63%,20,1,2.266B,18.97,Basic Materials
TIE.F,Taiheiyo Cement Corporation,18.2,-0.1,-0.55%,190,5,2.247B,,Basic Materials
MUJ.F,Mitsubishi Materials Corporation,16.4,-0.2,-1.20%,300,5,2.188B,,Basic Materials
7FH.F,Tecnoglass Inc.,44.4,3.2,+7.77%,18,60,2.13B,12.44,Basic Materials
BEM.F,Materion Corporation,101.0,-1.0,-0.98%,50,3,2.12B,23.88,Basic Materials
EB9.F,African Rainbow Minerals Limited,10.8,0.1,+0.93%,816,243,2.117B,3.12,Basic Materials
2FC.F,Filo Mining Corp.,16.44,0.36,+2.24%,250,36,2.139B,,Basic Materials
T18.F,China Tianrui Group Cement Company Limited,0.695,-0.005,-0.71%,100,1,2.108B,34.75,Basic Materials
MMPI.F,Champion Iron Limited,3.929,0.0,0.00%,"18,333",345,2.07B,14.55,Basic Materials
ITP.F,PT Indocement Tunggal Prakarsa Tbk,0.585,-0.01,-1.68%,"4,160",74,2.054B,14.62,Basic Materials
7BF.F,Royal Bafokeng Platinum Limited,6.7,0.05,+0.75%,120,2,2.009B,11.55,Basic Materials
ACCA.F,"Arch Resources, Inc.",103.15,2.85,+2.84%,13,4,1.966B,1.9,Basic Materials
96S.F,Stepan Company,88.0,0.5,+0.57%,110,4,1.966B,18.18,Basic Materials
SZGA.F,Salzgitter AG,3.42,-0.04,-1.16%,30,32,1.96B,2.14,Basic Materials
27A.F,"ALPEK, S.A.B. de C.V.",0.925,-0.005,-0.54%,"12,500","1,640",1.949B,4.02,Basic Materials
3CW.F,Nippon Steel Trading Corporation,58.5,0.0,0.00%,54,0,1.948B,7.34,Basic Materials
SZG.F,Salzgitter AG,35.4,0.16,+0.45%,15,347,1.926B,2.18,Basic Materials
SZG.DE,Salzgitter AG,35.24,-0.18,-0.51%,"9,199","126,691",1.906B,2.14,Basic Materials
SZGA.SG,Salzgitter AG,3.28,-0.04,-1.20%,0,0,1.902B,2.0,Basic Materials
NM5.F,Nickel Industries Limited,0.607,0.044,+7.82%,"25,000",867,1.875B,12.14,Basic Materials
I8MA.F,Sims Limited,9.55,0.1,+1.06%,20,9,1.865B,6.82,Basic Materials
I8M.F,Sims Limited,9.6,0.14,+1.44%,"1,271",53,1.854B,6.57,Basic Materials
T5X.F,Tronox Holdings plc,11.5,0.0,0.00%,50,7,1.842B,3.72,Basic Materials
45Y.F,China Risun Group Limited,0.41,0.0,0.00%,200,0,1.854B,8.2,Basic Materials
NZE.F,Zeon Corporation,8.6,-0.25,-2.82%,105,1,1.799B,11.17,Basic Materials
BNF.F,Billerud AB (publ),7.22,-0.02,-0.28%,150,106,1.792B,4.54,Basic Materials
G3V.F,Green Plains Inc.,29.77,-0.18,-0.60%,100,20,1.792B,,Basic Materials
S2Z.F,Sandfire Resources Limited,3.872,0.19,+5.16%,"2,646",82,1.791B,,Basic Materials
ELO1.F,Eldorado Gold Corporation,9.02,-0.04,-0.44%,115,"1,464",1.773B,128.79,Basic Materials
IGX.F,Ingevity Corporation,48.6,-0.4,-0.82%,40,1,1.766B,9.74,Basic Materials
7TC.F,"Tokai Carbon Co., Ltd.",8.2,0.1,+1.23%,125,6,1.765B,11.55,Basic Materials
E0B.F,Ero Copper Corp.,18.7,0.2,+1.08%,121,46,1.756B,21.74,Basic Materials
NKC.F,Canfor Corporation,14.42,-0.04,-0.28%,450,4,1.74B,21.85,Basic Materials
3N4.SG,China Nonferrous Mining Corporation Limited,0.464,0.002,+0.43%,0,0,1.735B,6.63,Basic Materials
U1S0.F,Usinas Siderúrgicas de Minas Gerais S.A.,1.3,0.02,+1.56%,"1,000",17,1.729B,10.0,Basic Materials
88L.MU,Sylvamo Corporation,40.02,0.14,+0.35%,36,0,1.728B,4.97,Basic Materials
SZ8.MU,Sumitomo Bakelite Company Limited,36.4,-0.6,-1.62%,10,0,1.726B,14.22,Basic Materials
DMI.F,"Dowa Holdings Co., Ltd.",29.0,-0.4,-1.36%,20,10,1.726B,6.86,Basic Materials
0QE.F,Coronado Global Resources Inc.,0.92,0.03,+3.37%,"1,807",628,1.725B,2.14,Basic Materials
88L.F,Sylvamo Corporation,39.9,-0.06,-0.15%,22,0,1.722B,4.91,Basic Materials
MBU.F,Compañía de Minas Buenaventura S.A.A.,6.7,0.0,0.00%,500,19,1.717B,3.33,Basic Materials
C8U.F,Chalice Mining Limited,4.405,0.065,+1.50%,20,918,1.701B,,Basic Materials
WJ4.F,"Warrior Met Coal, Inc.",32.52,-0.28,-0.85%,70,3,1.707B,2.72,Basic Materials
0R7.SG,Robertet SA,818.0,-4.0,-0.49%,0,0,1.707B,21.97,Basic Materials
0R7.F,Robertet SA,818.0,4.0,+0.49%,10,0,1.707B,21.74,Basic Materials
U1S1.F,Usinas Siderúrgicas de Minas Gerais S.A.,1.38,-0.01,-0.72%,"2,569",845,1.691B,9.86,Basic Materials
MNK.F,Minerals Technologies Inc.,51.5,0.0,0.00%,10,0,1.676B,15.65,Basic Materials
KKA.F,Kaneka Corporation,24.8,-0.4,-1.59%,238,6,1.661B,10.6,Basic Materials
S0K.F,Stelco Holdings Inc.,29.8,-0.4,-1.32%,125,4,1.643B,3.72,Basic Materials
DPN.F,DIC Corporation,16.6,-0.1,-0.60%,58,1,1.617B,19.53,Basic Materials
CGP.F,Chongqing Iron & Steel Company Limited,0.085,0.0025,+3.03%,800,28,1.617B,,Basic Materials
UBE.F,UBE Corporation,15.6,-0.1,-0.64%,63,1,1.59B,44.57,Basic Materials
JI3.F,China Gold International Resources Corp. Ltd.,3.84,0.0,0.00%,"3,000","1,463",1.561B,7.25,Basic Materials
DDL.F,"Daido Steel Co., Ltd.",35.6,-0.4,-1.11%,75,4,1.56B,6.67,Basic Materials
S0D.F,Stanmore Resources Limited,1.69,0.13,+8.33%,"1,810",236,1.555B,2.32,Basic Materials
ADG.F,AMG Critical Materials N.V.,48.64,-0.3,-0.61%,50,211,1.554B,7.81,Basic Materials
LEN.DE,Lenzing Aktiengesellschaft,55.3,-4.9,-8.14%,801,187,1.547B,,Basic Materials
P4Q.F,Perseus Mining Limited,1.094,0.03,+2.82%,"9,700","12,063",1.532B,7.81,Basic Materials
CSUA.F,Corbion N.V.,25.8,0.28,+1.10%,225,38,1.529B,17.09,Basic Materials
CSU.F,Corbion N.V.,25.4,0.2,+0.79%,100,0,1.528B,16.82,Basic Materials
LEN.F,Lenzing Aktiengesellschaft,54.0,-5.5,-9.24%,129,75,1.521B,,Basic Materials
BO4.SG,Borregaard ASA,15.18,-0.18,-1.17%,20,4,1.514B,19.22,Basic Materials
BO4.F,Borregaard ASA,15.16,-0.16,-1.04%,"3,500",62,1.512B,19.19,Basic Materials
NGR.F,NovaGold Resources Inc.,4.5,-0.12,-2.60%,250,72,1.505B,,Basic Materials
4D3.F,Dongyue Group Limited,0.65,0.0,0.00%,"1,500",62,1.504B,3.1,Basic Materials
1OY.SG,Victrex plc,16.6,0.0,0.00%,0,8,1.491B,17.66,Basic Materials
1OY.F,Victrex plc,16.6,0.0,0.00%,400,35,1.491B,17.47,Basic Materials
DIK.F,Denka Company Limited,16.7,-0.1,-0.60%,20,0,1.472B,18.15,Basic Materials
1DP.F,Elkem ASA,2.254,-0.012,-0.53%,"1,200",291,1.461B,2.15,Basic Materials
FMV.F,First Majestic Silver Corp.,5.15,0.04,+0.70%,"1,520","3,021",1.428B,,Basic Materials
AYS1.F,Sandstorm Gold Ltd.,4.652,-0.228,-4.67%,"5,000",690,1.427B,13.68,Basic Materials
8LN.F,Loma Negra Compañía Industrial Argentina Sociedad Anónima,5.8,0.0,0.00%,230,4,1.392B,290.0,Basic Materials
SCD1.F,Shandong Chenming Paper Holdings Limited,0.27,0.002,+0.75%,"10,000",0,1.385B,,Basic Materials
LMP.F,Lee & Man Paper Manufacturing Limited,0.286,0.0,0.00%,"2,242",0,1.382B,9.53,Basic Materials
DGD.F,De Grey Mining Limited,0.828,0.0464,+5.94%,"10,000","1,916",1.372B,,Basic Materials
CQB0.F,Breedon Group plc,3.99,-0.06,-1.48%,,9,1.352B,10.23,Basic Materials
NP7.F,"Nippon Kayaku Co., Ltd.",7.9,-0.15,-1.86%,125,2,1.35B,10.82,Basic Materials
TM4C.F,Theme International Holdings Limited,0.097,-0.002,-2.02%,"6,599",0,1.349B,9.7,Basic Materials
V4S.F,Vesuvius plc,4.9,0.0,0.00%,200,33,1.342B,6.05,Basic Materials
RQQ.F,OceanaGold Corporation,1.878,-0.045,-2.34%,"1,300",441,1.337B,17.07,Basic Materials
AS4.F,"Corticeira Amorim, S.G.P.S., S.A.",9.92,-0.04,-0.40%,"2,000",156,1.329B,12.88,Basic Materials
CM8.F,"Compass Minerals International, Inc.",32.0,0.2,+0.63%,40,15,1.316B,,Basic Materials
GQ2.F,Grupa Kety S.A.,135.1,4.6,+3.52%,30,4,1.304B,8.97,Basic Materials
0OE.F,Orion S.A.,22.0,0.0,0.00%,"2,500",44,1.295B,12.5,Basic Materials
1LRC.F,Equinox Gold Corp.,4.13,-0.005,-0.12%,300,"2,810",1.291B,,Basic Materials
FFO1.F,Fufeng Group Limited,0.482,0.002,+0.42%,444,52,1.278B,2.41,Basic Materials
OCKA.F,Hudbay Minerals Inc.,4.666,0.074,+1.61%,209,32,1.27B,93.32,Basic Materials
IAL.F,IAMGOLD Corporation,2.558,0.018,+0.71%,"1,000",751,1.26B,,Basic Materials
7CT.F,Centamin plc,1.078,0.011,+1.03%,"2,250",581,1.255B,17.97,Basic Materials
AS4.SG,"Corticeira Amorim, S.G.P.S., S.A.",9.67,-0.15,-1.53%,0,18,1.313B,16.67,Basic Materials
FFO1.MU,Fufeng Group Limited,0.494,0.0,0.00%,"1,800",32,1.253B,2.47,Basic Materials
TCJ.F,Titan Cement International S.A.,16.72,-0.12,-0.71%,25,6,1.251B,10.52,Basic Materials
4HM.F,Vicat S.A.,27.8,0.05,+0.18%,56,18,1.237B,7.92,Basic Materials
J2S.F,Jastrzebska Spólka Weglowa S.A.,9.91,-0.07,-0.70%,29,21,1.233B,0.74,Basic Materials
AM8.F,AMAG Austria Metall AG,34.1,1.0,+3.02%,100,29,1.231B,11.14,Basic Materials
7CX.F,Core Lithium Ltd,0.645,0.0308,+5.01%,"3,779","5,143",1.218B,,Basic Materials
7CX.SG,Core Lithium Ltd,0.6462,0.0254,+4.09%,"62,000","2,435",1.207B,,Basic Materials
FU7.F,Shougang Fushan Resources Group Limited,0.236,0.0,0.00%,"2,048",73,1.206B,3.93,Basic Materials
GOU.F,Centerra Gold Inc.,5.48,0.05,+1.00%,2,115,1.201B,,Basic Materials
DPR.F,Daio Paper Corporation,7.05,-0.1,-1.40%,40,1,1.201B,,Basic Materials
E6Q.F,Gold Road Resources Limited,1.085,0.025,+2.36%,"1,200",685,1.197B,27.13,Basic Materials
NUF.F,Nufarm Limited,3.12,0.02,+0.65%,775,0,1.195B,12.0,Basic Materials
R9GA.F,Patriot Battery Metals Inc.,12.05,1.15,+10.55%,"1,400","1,081",1.186B,,Basic Materials
R9G.SG,Patriot Battery Metals Inc.,1.2,0.08,+7.14%,0,283,1.176B,,Basic Materials
R9G.F,Patriot Battery Metals Inc.,1.21,0.08,+7.08%,330,683,1.176B,,Basic Materials
SPI.F,Sappi Limited,2.02,0.03,+1.51%,300,"2,335",1.173B,2.69,Basic Materials
OB9.F,PT Pabrik Kertas Tjiwi Kimia Tbk,0.35,-0.01,-2.78%,"4,807",0,1.171B,2.92,Basic Materials
DPU.F,Dundee Precious Metals Inc.,6.18,-0.18,-2.86%,997,973,1.166B,22.9,Basic Materials
CEY2.F,Huabao International Holdings Limited,0.352,-0.002,-0.56%,"2,750",57,1.164B,,Basic Materials
CEY.F,Huabao International Holdings Limited,17.2,-0.1,-0.58%,,0,1.164B,,Basic Materials
BUR.F,PT Bumi Resources Minerals Tbk,0.006,0.0,0.00%,"49,000","1,589",1.157B,,Basic Materials
MQ8.F,MAG Silver Corp.,11.24,-0.02,-0.18%,4,128,1.157B,59.16,Basic Materials
3PC.F,Cementir Holding N.V.,7.15,-0.02,-0.28%,103,38,1.149B,6.16,Basic Materials
PQGA.F,Ecovyst Inc.,9.75,0.0,0.00%,50,0,1.145B,23.21,Basic Materials
DML.F,Sayona Mining Limited,0.1099,0.0029,+2.71%,"25,000","66,104",1.132B,,Basic Materials
73GN.F,Torex Gold Resources Inc.,13.13,-0.52,-3.81%,67,239,1.128B,5.68,Basic Materials
TBT.F,Tokuyama Corporation,15.4,-0.2,-1.28%,60,4,1.125B,6.91,Basic Materials
6S3A.F,Piedmont Lithium Inc.,0.566,0.018,+3.28%,"9,080","11,050",1.111B,,Basic Materials
O8M.F,Orla Mining Ltd.,3.518,0.012,+0.34%,250,132,1.101B,31.98,Basic Materials
RY5.SG,Siam City Cement Public Company Limited,3.3,-0.02,-0.60%,0,0,1.089B,20.62,Basic Materials
6S3.F,Piedmont Lithium Inc.,56.7,0.4,+0.71%,8,36,1.088B,,Basic Materials
0K1.F,Kureha Corporation,54.0,-0.5,-0.92%,199,5,1.083B,8.64,Basic Materials
SQQ1.F,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",13.32,0.02,+0.15%,210,8,1.077B,3.3,Basic Materials
SGL.DE,SGL Carbon SE,8.6,0.02,+0.17%,"9,599","136,748",1.076B,9.05,Basic Materials
SGL.F,SGL Carbon SE,8.57,0.02,+0.23%,150,"1,004",1.068B,9.02,Basic Materials
SQQ1.SG,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",13.12,-0.1,-0.76%,0,3,1.064B,3.24,Basic Materials
FDD.F,Pilkington Deutschland AG,388.0,0.0,0.00%,18,1,1.057B,,Basic Materials
KLU1.F,Kaiser Aluminum Corporation,64.5,0.0,0.00%,3,7,1.031B,,Basic Materials
MGM.F,Capricorn Metals Ltd,2.64,0.14,+5.60%,132,112,1.024B,22.0,Basic Materials
ULI.F,"United States Lime & Minerals, Inc.",175.0,-1.0,-0.57%,1,0,1.01B,19.77,Basic Materials
57T.F,LINTEC Corporation,14.3,0.0,0.00%,106,0,1.009B,10.36,Basic Materials
GHO.F,Adbri Limited,1.45,-0.08,-5.23%,27,0,973.073M,14.5,Basic Materials
FDD.HM,Pilkington Deutschland AG,370.0,-20.0,-5.13%,30,4,1.003B,,Basic Materials
H1Q.F,China BlueChemical Ltd.,0.224,0.0,0.00%,"7,000",671,990.629M,4.48,Basic Materials
9NI.F,"Nippon Paper Industries Co., Ltd.",7.9,0.0,0.00%,8,1,967.379M,,Basic Materials
CDM1.DE,"Coeur Mining, Inc.",2.876,0.004,+0.14%,"2,800","9,957",957.812M,,Basic Materials
HPE.F,Hokuetsu Corporation,5.55,-0.1,-1.77%,200,0,955.494M,55.5,Basic Materials
K1W.F,"Kronos Worldwide, Inc.",8.25,-0.1,-1.20%,100,164,949.228M,31.73,Basic Materials
SRM.MU,Seabridge Gold Inc.,11.5,-0.15,-1.29%,180,6,947.585M,,Basic Materials
DUBA.F,DRDGOLD Limited,10.7,0.0,0.00%,30,206,941.614M,16.46,Basic Materials
DUB1.F,DRDGOLD Limited,1.06,-0.01,-0.93%,30,"4,344",941.531M,15.14,Basic Materials
CDM1.F,"Coeur Mining, Inc.",2.822,0.008,+0.28%,201,"1,310",939.828M,,Basic Materials
SRM.SG,Seabridge Gold Inc.,11.35,0.25,+2.25%,0,166,935.225M,,Basic Materials
9GR.F,Gränges AB (publ),8.71,-0.02,-0.23%,38,0,932.806M,14.76,Basic Materials
KCO.F,Klöckner & Co SE,9.27,0.14,+1.48%,"32,515","1,377",931.216M,12.87,Basic Materials
SRM.F,Seabridge Gold Inc.,11.3,-0.05,-0.44%,220,97,931.105M,,Basic Materials
5FG.F,Ferroglobe PLC,4.76,-0.06,-1.24%,"3,500",78,921.407M,3.05,Basic Materials
92K.F,K92 Mining Inc.,3.967,-0.089,-2.19%,307,563,927.695M,36.06,Basic Materials
RKQ.F,Regis Resources Limited,1.2,0.0335,+2.87%,"1,600",927,926.053M,,Basic Materials
KCO.DE,Klöckner & Co SE,9.17,-0.14,-1.45%,"20,755","266,210",914.708M,12.92,Basic Materials
18RA.F,"Select Water Solutions, Inc.",7.25,-0.05,-0.68%,50,10,892.99M,14.22,Basic Materials
RRZ.F,Ramelius Resources Limited,0.8938,0.0364,+4.25%,516,942,903.382M,,Basic Materials
CE2.F,CropEnergies AG,10.34,0.02,+0.19%,25,558,901.765M,4.56,Basic Materials
NVA1.MU,Vinythai Public Company Limited,0.76,0.0,0.00%,"25,000",0,900.744M,4.47,Basic Materials
CE2.DE,CropEnergies AG,10.32,0.02,+0.19%,"6,425","62,294",900.021M,4.59,Basic Materials
ACJ.F,"Altri, SGPS, S.A.",4.218,0.102,+2.48%,"1,500",27,896.055M,5.78,Basic Materials
F4S.F,Fortuna Silver Mines Inc.,3.03,-0.006,-0.20%,600,"4,093",890.753M,,Basic Materials
8IF1.F,Interfor Corporation,15.7,0.1,+0.64%,75,12,809.035M,6.02,Basic Materials
960.F,AdvanSix Inc.,32.2,0.0,0.00%,89,0,887.58M,6.9,Basic Materials
6OL.F,"Perimeter Solutions, SA",5.55,-0.2,-3.48%,175,822,882.833M,16.82,Basic Materials
F4M.F,UACJ Corporation,17.8,0.3,+1.71%,75,0,878.416M,7.84,Basic Materials
WCQ1.F,Sinofert Holdings Limited,0.118,-0.003,-2.48%,"4,000",0,868.324M,5.9,Basic Materials
1B7N.F,Osisko Mining Inc.,2.195,0.005,+0.23%,"2,900",430,843.089M,,Basic Materials
EY3.F,Century Aluminum Company,8.89,-0.2,-2.22%,280,0,852.366M,,Basic Materials
21L.F,Alphamin Resources Corp.,0.612,0.037,+6.43%,"2,487",46,846.653M,12.24,Basic Materials
2XM.F,NGEx Minerals Ltd.,4.715,-0.01,-0.21%,"2,000",288,860.77M,,Basic Materials
SS1A.F,"Schnitzer Steel Industries, Inc.",29.73,-0.28,-0.93%,20,0,824.52M,12.87,Basic Materials
MH2.F,"Mativ Holdings, Inc.",14.8,0.0,0.00%,"1,000",33,820.583M,,Basic Materials
S0C.F,SilverCrest Metals Inc.,5.45,-0.07,-1.27%,"2,000",169,808.769M,13.97,Basic Materials
